row,p_coef,i_coef,p_star,difference
2737,2.0,4.0,20,0.5635009872279548
2738,0.8,5.0,15,3.86521720392472
2739,0.9,5.0,20,1.4058240704672018
2740,0.7,4.0,20,0.9854773505966428
2741,0.01,7.0,35,1.3371978778985874
2742,0.1,3.0,10,1.405790764665693
2743,7.0,0.3,10,0.0005967224035847
2744,0.2,1.0,10,1.4776883044892395
2747,1.0,0.5,15,0.3513877969023786
2748,0.0,2.0,15,1.0546915469527294
2749,8.0,0.7,20,1.7585033729972324
2751,0.0,4.0,35,0.4938472425611415
2752,0.4,2.0,10,2.2509574057130024
2753,0.4,0.1,20,7.872100163823503
2754,0.0,1.0,30,1.967322321558288
2756,0.0,4.0,15,1.1946071928312278
2757,2.0,4.0,35,2.528936576982839
2758,0.3,0.7,35,2.460395314554364
2760,0.0,1.0,20,0.9148301435285058
2763,0.3,0.4,20,14.483818775292182
2765,2.0,4.0,20,1.0551824209113478
2766,0.0,2.0,20,0.3531605110323905
2767,0.8,0.1,15,1.1955023145084809
2770,6.0,3.0,10,0.1407554488051809
2773,0.1,0.3,25,5.274018569872076
2774,1.0,9.0,20,1.196974520072053
2775,0.0,4.0,25,0.6322392096928482
2776,0.0,4.0,25,1.8287116391948963
2777,4.0,0.2,20,0.5647811254310628
2779,0.0,2.0,35,5.697225917996647
2780,7.0,0.3,30,1.337140988372397
2781,0.0,2.0,30,0.352371212164714
2782,0.6,0.6,25,16.588523400616562
2784,0.0,1.0,15,1.4772926494826888
2785,2.0,4.0,20,0.6334480780815595
2786,0.0,1.0,35,2.8845434504835303
2787,0.0,1.0,15,1.055275320169664
2788,0.6,0.2,10,18.068865265968785
2789,0.7,5.0,10,0.5632290263801956
2791,0.0,2.0,25,0.5638274177068334
2792,1.0,3.0,10,0.9149008734854992
2793,0.0,1.0,25,0.5647079172948128
2794,2.0,0.9,30,2.533107811120874
2796,0.0,1.0,15,0.2825564262978073
2798,2.0,8.0,30,4.29197360213006
2799,0.1,4.0,15,1.1250682369304466
2800,7.0,2.0,25,3.728938276192549
2801,0.6,0.7,15,3.795163484557694
2802,0.0,2.0,35,1.6879079810479931
2803,0.6,0.3,10,1.0555029807365726
2805,0.0,3.0,30,0.775814962797984
2806,0.0,2.0,15,0.6331258222297524
2807,0.3,2.0,35,2.459085168691095
2808,2.0,9.0,35,2.67133855301058
2809,10.0,0.6,15,0.4219789216590026
2810,0.7,2.0,20,1.055563903027383
2811,0.0,0.6,35,4.216864849116377
2812,0.01,0.5,30,16.734069244468444
2816,0.0,0.5,20,1.6173764059908864
2817,4.0,0.5,10,1.6862822155340718
2818,2.0,4.0,25,0.1414681741538856
2819,1.0,0.5,10,0.7036181896756126
2820,0.0,1.0,15,0.5636670289711998
2821,2.0,4.0,25,4.076008602862685
2824,0.4,0.4,10,1.6180578802454173
2826,0.0,1.0,35,0.9138231043733214
2828,0.0,4.0,10,0.1412386772819474
2829,1.0,0.5,10,1.1257186561478951
2830,0.0,4.0,30,0.2126145514388504
2831,0.3,2.0,30,2.533792701712016
2832,0.0,1.0,20,0.2115308680684506
2834,0.0,1.0,25,1.2654237452314927
2836,8.0,4.0,20,1.1943859707022622
2837,1.0,2.0,30,3.302877310361125
2838,0.2,6.0,10,0.6332105831354395
2839,1.0,3.0,10,0.98465418243957
2840,1.0,3.0,15,0.7040787851191626
2841,0.4,10.0,20,1.7561959791070416
2842,0.6,2.0,20,1.89886447053739
2843,9.0,3.0,15,0.281782153022819
2845,1.0,3.0,10,0.1413925134737947
2847,1.0,0.5,30,0.8447062034974477
2848,0.0,1.0,30,1.4074346592761708
2849,0.0,4.0,30,0.9860495398571496
2850,1.0,0.5,35,0.2107426601458959
2851,0.7,2.0,10,1.8271497345194847
2852,0.0,4.0,15,0.2114779766532901
2853,0.5,1.0,30,10.754005628223592
2855,0.0,2.0,30,1.899210272133529
2856,8.0,0.7,10,0.0001996711020035
2857,6.0,0.1,10,0.7734700269112365
2858,0.0,2.0,25,1.4780787772148305
2859,1.0,2.0,10,1.477669660664585
2860,0.9,0.3,15,3.516631626178653
2861,2.0,4.0,20,0.98539488799703
2864,1.0,0.5,25,1.4080794602191622
2865,1.0,0.5,25,0.1425700195012709
2866,1.0,0.5,35,0.7763395753656752
2868,0.0,2.0,15,0.4927372207709144
2869,0.0,2.0,15,0.492100190755913
2870,0.5,0.2,30,5.064640506744703
2871,2.0,4.0,15,0.6331946829889015
2872,0.1,4.0,35,1.4793721807947362
2874,0.0,2.0,20,0.7036951085237746
2876,1.0,3.0,15,0.5633454474470501
2877,0.0,2.0,15,0.4222410843226587
2878,9.0,10.0,15,0.492112909024291
2880,5.0,3.0,30,2.6022162719503843
2881,1.0,0.5,10,0.4224342898953042
2883,2.0,0.1,15,2.321592508972332
2884,9.0,6.0,25,0.5627994146854896
2885,0.6,2.0,20,0.9140922780237144
2886,3.0,6.0,10,0.070751215460671
2887,9.0,0.9,15,0.0706545126194271
2889,1.0,0.5,15,0.4931370374920387
2890,0.2,0.7,35,3.86994782929783
2891,1.0,0.5,25,1.3347583283791886
2892,5.0,7.0,10,0.5629409870906379
2894,0.0,3.0,30,1.0562330131229718
2895,0.8,7.0,10,0.4927036204778625
2896,9.0,0.5,30,0.2123644507583364
2897,0.3,0.3,15,14.34020328480793
2898,0.0,2.0,35,0.6317742960905335
2899,0.3,0.9,15,1.2668259739676913
2900,1.0,3.0,15,0.5631118361155574
2901,0.0,1.0,35,1.1980434833217597
2902,0.6,0.8,15,6.891809061769407
2903,0.9,0.2,25,3.6534552354320047
2904,0.6,0.3,35,13.635100184487438
2905,1.0,8.0,20,0.7044766163364731
2906,0.0,1.0,20,1.4755673248786652
2907,0.2,9.0,35,6.542099388408975
2908,3.0,2.0,10,1.2655751631551162
2909,2.0,4.0,20,1.476586284112078
2910,0.0,0.8,30,15.608872670055211
2911,0.0,1.0,10,0.8441061757805053
2914,1.0,3.0,15,0.1420005176396781
2916,0.0,4.0,15,0.0712490349436594
2918,5.0,9.0,20,4.005198861491818
2919,0.1,0.4,10,1.125717758073565
2920,0.9,0.2,35,4.010853177642123
2921,0.2,0.6,30,3.37328307125472
2922,5.0,1.0,15,0.4923820172123916
2923,0.5,3.0,35,1.9668109326151135
2924,3.0,0.1,15,0.7035336197088924
2925,1.0,0.5,25,0.8456541619922442
2926,5.0,0.3,20,0.353522640031092
2927,0.4,10.0,15,0.7740666492354862
2928,1.0,0.5,20,1.4070106333170838
2929,0.0,2.0,20,0.4928472618487536
2931,2.0,6.0,25,1.4088028418836664
2932,0.1,6.0,20,0.9849676109194974
2934,0.0,0.9,30,5.199428285241333
2935,0.0,1.0,20,0.2815565489364182
2937,0.2,0.7,10,0.8446558269263909
2938,7.0,0.7,25,0.4213805666066452
2939,0.0,4.0,10,0.0706651782280891
2940,0.0,4.0,10,0.5633354692738868
2941,0.6,6.0,25,1.267165518936749
2942,0.0,4.0,15,1.1950807120212357
2943,3.0,8.0,30,2.1084478937314595
2944,1.0,0.5,15,0.2110157756584261
2947,0.8,0.9,35,24.46094298980676
2948,0.0,2.0,20,0.6327774332407348
2949,1.0,6.0,30,0.9173522120120472
2950,0.0,1.0,20,1.1239784677877438
2951,0.6,0.6,35,1.6203586882716934
2953,0.0,1.0,10,0.4221893238257861
2955,0.0,1.0,15,0.9848780173650128
2956,0.7,3.0,35,2.534311497515681
2957,3.0,3.0,20,1.6881914837944851
2958,0.5,0.1,25,10.75441995947135
2959,4.0,8.0,10,0.4222720337656387
2960,10.0,0.5,20,0.4919903732718911
2961,0.0,1.0,30,0.2835901872920789
2964,2.0,7.0,15,1.7576534608630985
2965,0.8,0.1,35,21.65699284163929
2966,0.0,0.1,20,4.990483280617685
2968,0.0,4.0,35,1.2665489746085488
2969,1.0,0.9,15,6.958425260994339
2971,1.0,10.0,30,0.8463305031280051
2973,1.0,0.5,25,0.5619675154576278
2974,0.2,0.2,30,14.2739187160252
2975,1.0,3.0,35,0.4936496770836376
2976,0.3,0.4,35,3.302171388516199
2977,1.0,0.5,15,1.195795864741922
2979,1.0,0.5,15,1.969688274013509
2980,0.0,0.7,20,3.0923313976073734
2981,0.0,4.0,25,2.108528267281047
2982,0.0,1.0,15,0.7746535115451083
2983,0.0,2.0,30,0.4237693648792344
2984,0.5,0.6,35,2.1127198616596994
2986,1.0,3.0,25,0.1419716862697129
2987,5.0,2.0,35,1.6166359750663837
2989,5.0,0.4,30,1.057228448622087
2990,3.0,3.0,25,2.1121153792839777
2991,2.0,4.0,15,0.6333742611163231
2992,0.9,0.8,30,2.252493673424357
2994,0.0,1.0,30,1.196891410168834
2995,0.0,1.0,15,0.2123508672291958
2996,0.9,0.8,30,2.248813185872957
2997,2.0,4.0,10,0.562806738431922
2998,1.0,0.5,10,0.5628723682362899
2999,0.0,4.0,20,0.3522010487228044
3000,0.9,7.0,10,0.2114870785790135
3001,0.4,0.2,30,3.161144282720463
3002,0.0,1.0,25,0.2121351794793859
3004,0.0,1.0,25,0.1422734220861654
3005,1.0,0.5,35,1.6188287386700155
3006,10.0,9.0,10,0.7031692123782927
3007,0.6,3.0,25,6.189413135041287
3008,0.0,1.0,10,0.4223377562088921
3009,0.9,8.0,30,3.025431360359578
3010,1.0,0.5,35,0.9129264537156284
3011,0.0,4.0,30,0.8455262133701078
3012,0.0,1.0,35,1.3377168432111262
3013,0.0,4.0,20,1.7582510014617982
3014,1.0,3.0,20,0.7036660063783566
3015,0.6,4.0,20,1.4785203906826243
3016,0.0,1.0,30,0.5634853632922683
3017,1.0,3.0,20,1.897680449629239
3018,1.0,0.5,20,0.9836023245338144
3019,0.7,5.0,20,2.179054820444364
3020,0.0,2.0,15,0.7027622518692898
3021,1.0,0.4,35,2.248190661476614
3022,0.8,3.0,20,0.9865967435529336
3023,6.0,0.1,15,0.2817327088686392
3025,0.0,4.0,25,0.4233307423625971
3026,0.0,1.0,35,1.1975232945797272
3027,0.0,1.0,35,1.8959121994994736
3029,0.0,2.0,10,0.0009970501113549
3030,2.0,4.0,35,3.0224530055237797
3031,2.0,4.0,10,0.2818456627856971
3032,0.2,0.7,10,1.1961416029236274
3033,1.0,3.0,20,0.7730179096042065
3034,0.2,2.0,25,0.5636416614429338
3035,2.0,4.0,15,1.1244591161534805
3036,9.0,10.0,25,1.8263775270546496
3037,2.0,4.0,35,4.079904630634434
3038,2.0,0.5,20,5.130630469130598
3039,0.4,7.0,10,1.3361126145816806
3041,0.4,1.0,15,2.251314936521454
3042,0.0,2.0,20,0.2122166240424539
3043,0.0,1.0,25,0.6339794579149682
3044,0.2,0.7,30,64.47102314886928
3045,0.6,2.0,35,0.7751149886777071
3046,0.0,9.0,30,0.2142499095431258
3047,0.3,6.0,20,1.0569677787132514
3049,0.1,0.4,35,4.7819938179266765
3050,2.0,4.0,35,1.1938839147923552
3051,0.0,4.0,20,0.8453835430127592
3052,3.0,4.0,15,0.1416533214361717
3054,2.0,4.0,30,0.0721038724021276
3055,0.3,9.0,15,0.3519929938962747
3056,1.0,3.0,10,0.6333046677449596
3057,0.6,0.1,35,8.438010291802515
3058,0.0,1.0,35,1.6189010811182474
3059,9.0,1.0,20,0.140716877468181
3060,0.7,10.0,35,1.5503523963743469
3061,0.0,4.0,35,0.5641336605731055
3062,0.5,0.8,30,9.558891257545692
3063,0.3,0.8,25,2.9506845560809127
3065,2.0,4.0,35,2.177745263710441
3067,0.8,0.9,35,2.8165412220527344
3068,3.0,7.0,35,0.98439187066253
3069,1.0,0.1,15,5.130959668691113
3070,1.0,3.0,10,1.0553790140231474
3071,0.4,0.3,10,2.321327773680768
3072,0.5,0.7,15,5.274746060670865
3073,1.0,8.0,25,1.0544071732718852
3074,0.6,0.9,25,0.7765630467238607
3075,0.0,4.0,35,1.615511171056176
3076,0.1,10.0,35,4.28709365944395
3077,5.0,0.6,30,2.247754057344242
3078,0.0,1.0,10,0.9847311760001904
3079,0.0,1.0,25,0.5636415067782234
3080,0.1,0.7,25,7.731463554548696
3082,0.0,3.0,15,0.7740913604052801
3083,0.7,0.7,15,6.465934335548028
3084,4.0,0.4,15,1.1263655189214905
3085,0.3,4.0,25,0.7759888228400573
3086,5.0,4.0,15,0.3521549537186992
3087,0.0,2.0,10,0.4220754790490373
3088,7.0,7.0,10,0.211077748988302
3089,0.0,2.0,35,1.54916082119205
3092,0.0,4.0,30,0.2831156152530756
3093,1.0,3.0,30,1.5454262095706124
3094,2.0,4.0,35,0.3525230863368467
3095,0.3,0.1,30,9.980572588918797
3096,2.0,4.0,20,0.4228870052339184
3097,0.5,0.5,25,3.869792798730306
3098,0.2,0.7,35,1.407951418915422
3099,0.6,3.0,35,2.7450014754172294
3100,0.0,3.0,25,2.320344843684212
3101,2.0,4.0,30,0.2835635124820843
3102,1.0,0.5,10,0.4930098890224474
3103,0.0,2.0,25,0.4222276186406732
3105,3.0,0.6,35,2.7395332358167157
3106,0.6,5.0,25,1.405662808908283
3108,1.0,0.5,25,1.6194462393566855
3109,0.5,0.2,15,3.727843278222037
3111,0.0,3.0,25,5.2054119246253485
3113,0.0,4.0,15,2.9544220209052314
3114,0.3,10.0,10,0.3525902346048557
3116,0.0,1.0,30,1.478769616687515
3117,0.5,9.0,20,1.1959348988616665
3118,0.0,1.0,10,0.0006880578630932
3119,0.6,0.9,35,4.64388934440144
3120,0.9,1.0,35,1.8270969396374197
3122,0.1,6.0,25,0.7048580163732368
3123,0.4,0.3,15,2.108283228388391
3125,2.0,10.0,25,3.726232500167874
3127,0.2,3.0,15,1.2662037729758584
3128,0.0,4.0,30,2.321312469634039
3129,0.0,3.0,10,0.2814633480575077
3130,0.0,1.0,35,1.8252306575212387
3131,0.0,1.0,25,133.57756362468336
3132,0.0,1.0,25,1.4044804062013476
3133,0.0,2.0,30,0.7041583203527324
3134,7.0,7.0,15,0.9159408365580708
3136,1.0,0.5,25,0.1418574124271501
3137,2.0,4.0,20,1.829033811700736
3140,0.8,0.9,35,11.947257805993802
3142,1.0,0.4,15,2.3183543472456005
3143,0.0,1.0,15,1.8983307471785655
3144,0.7,8.0,15,1.406971260170308
3145,0.2,3.0,15,2.25063276778163
3146,3.0,5.0,20,0.8444323862117606
3147,1.0,0.7,15,5.2747616426587705
3150,0.1,4.0,25,2.3930856769340494
3151,1.0,0.5,20,3.4466944659260257
3152,0.4,8.0,35,1.0570711596118212
3153,1.0,3.0,20,0.985584028107496
3155,1.0,3.0,20,0.1422257597735576
3156,2.0,4.0,30,3.654050250663829
3157,0.0,3.0,20,0.985588442487824
3158,3.0,5.0,10,0.6334496128146636
3159,1.0,3.0,30,1.4054623996856863
3160,0.0,2.0,35,2.317669666142822
3161,4.0,9.0,35,0.4225324034852278
3162,0.8,0.8,30,2.2520567654345456
3164,6.0,0.7,35,1.0582683897214338
3165,0.1,6.0,10,0.4933499270149664
3166,0.0,2.0,20,0.2114119432660723
3167,0.7,4.0,25,1.4774854166540088
3168,1.0,0.8,15,3.723890227652899
3169,2.0,4.0,30,2.392447686941076
3170,0.5,10.0,30,4.566028954982172
3171,0.8,0.3,20,1.8303100935086336
3175,0.0,1.0,30,0.4943504985502915
3176,1.0,0.5,20,0.1422990060730917
3177,0.0,4.0,35,3.232084029114697
3178,0.7,0.3,10,9.138017070436748
3179,0.0,1.0,20,0.3531540600298211
3180,0.6,0.5,35,2.038212759846921
3181,7.0,0.8,20,2.0402515965452626
3182,0.5,0.7,25,4.707961166020813
3183,2.0,4.0,30,2.251893818414969
3184,2.0,0.4,25,5.977761926053677
3185,0.1,0.5,20,4.779012436991558
3186,0.0,1.0,30,1.264784464293473
3187,0.5,4.0,35,1.267437637836892
3188,2.0,3.0,25,5.410535963441939
3189,0.0,3.0,20,0.6342443024994378
3190,2.0,4.0,10,0.9135430433363378
3192,1.0,0.5,30,0.9167167439497056
3193,1.0,3.0,25,1.5459572731406697
3194,0.0,2.0,15,1.195923238731071
3195,2.0,4.0,30,0.8457096243781397
3196,0.0,2.0,20,0.9149863814204018
3197,0.0,2.0,25,1.19588940748317
3198,0.0,0.4,20,3.445541478240454
3199,1.0,0.5,20,0.141329447279249
3200,2.0,4.0,30,3.3054642161320578
3201,2.0,3.0,15,1.8997681760917269
3204,2.0,1.0,20,0.9859145149082592
3205,3.0,3.0,35,7.315146072786627
3206,0.5,7.0,15,0.9149191880855652
3209,1.0,0.5,25,0.4232910402233285
3210,4.0,1.0,20,0.9149169043549756
3211,0.0,5.0,30,4.707676716208347
3212,2.0,4.0,30,0.4233159786065137
3213,0.3,2.0,15,2.599687374010455
3214,0.0,1.0,15,0.1412318827173084
3215,0.9,10.0,15,0.2817462453321875
3217,0.0,2.0,30,1.970632159764409
3218,1.0,3.0,20,0.7742187361675237
3219,3.0,0.6,20,1.4763595928221358
3222,0.0,2.0,15,0.8432457161168525
3223,0.4,0.9,10,2.602495565916854
3225,0.0,4.0,20,0.4929906015197955
3226,0.0,1.0,15,0.6331694318092769
3227,0.4,6.0,30,0.916003205993796
3228,1.0,3.0,15,0.4233869139988337
3229,1.0,0.5,30,4.710859787743624
3230,0.5,7.0,25,1.0563947912197662
3231,0.0,1.0,25,1.0558852517013744
3233,0.0,1.0,30,1.3367191897487762
3234,0.0,3.0,35,1.1972326968899063
3235,0.0,3.0,10,0.7035067685292544
3236,0.2,6.0,30,1.3370351346507166
3238,1.0,3.0,15,0.5629373524734911
3239,0.1,8.0,10,0.6332031848353523
3242,0.0,4.0,35,1.9704208067111055
3244,0.7,0.1,20,2.7395074698294968
3245,1.0,0.5,30,1.7582223882869243
3246,0.0,2.0,15,0.2819341382183253
3247,1.0,3.0,10,0.351892411175867
3248,0.0,2.0,30,1.267490271156964
3249,0.0,4.0,30,1.196694164586341
3250,3.0,8.0,20,0.4946421197546859
3251,1.0,6.0,10,0.9149614613483346
3253,1.0,0.5,25,1.7586930657674067
3254,0.0,1.0,30,2.460142417340556
3255,1.0,3.0,15,0.0013352115389917
3256,2.0,7.0,30,0.4938235514389113
3260,2.0,4.0,35,1.267687840449249
3262,0.0,4.0,10,0.4226469356974611
3263,0.0,2.0,30,0.7042058262276294
3266,2.0,9.0,20,1.4063942361766122
3267,0.6,0.8,20,2.252159466582208
3268,2.0,4.0,10,0.7033133356272989
3269,2.0,0.7,35,2.6694383852077186
3271,0.3,0.2,15,5.766137151676852
3272,2.0,4.0,15,0.9856029154943098
3273,1.0,0.5,30,1.2633290881679855
3274,0.0,2.0,20,1.266491737784956
3275,2.0,4.0,25,2.3211753392131644
3276,0.0,4.0,30,0.9131014208196752
3278,0.2,0.7,35,10.829764577166202
3279,0.0,2.0,15,0.984730310464804
3281,1.0,3.0,20,0.7043217638324704
3282,0.0,1.0,35,3.306544601275796
3284,0.0,1.0,35,0.9855199146091572
3286,1.0,0.5,10,1.5471428031830747
3287,9.0,0.1,20,0.6338607785271062
3288,0.8,2.0,10,1.1263891194096578
3290,2.0,4.0,35,0.9852388900417796
3291,0.0,3.0,30,0.632335479842439
3292,1.0,0.2,25,8.087626695543971
3293,0.0,4.0,35,1.12653135865353
3294,1.0,0.5,30,0.5642126541642876
3295,0.0,4.0,30,0.2816600516984167
3296,2.0,4.0,20,0.9139689075747331
3298,0.1,0.5,35,1.4070767792748995
3299,2.0,6.0,25,3.653779446028084
3300,0.0,2.0,10,0.2110296667073639
3301,0.0,1.0,35,0.3538530486463607
3303,0.0,1.0,35,0.8452732889796026
3304,0.0,4.0,35,1.337831991607418
3305,0.8,5.0,10,1.4073859262672777
3306,0.1,0.4,25,2.672250073055223
3307,1.0,7.0,10,1.196062629367857
3308,0.0,8.0,20,0.7752711848962548
3310,1.0,3.0,25,1.3367746266518683
3311,0.9,0.2,20,2.8109440683614366
3312,0.3,0.2,35,18.90860644705648
3313,0.0,0.7,30,6.329627196609377
3314,7.0,0.9,10,0.0002825847041165
3315,0.3,0.5,30,6.049347967607784
3316,6.0,0.7,15,0.0708747075716429
3317,8.0,2.0,20,0.3512225862300422
3318,0.2,7.0,35,1.7592137581712786
3320,0.8,7.0,25,0.636414971159982
3321,0.7,0.5,35,6.471544742387024
3322,2.0,0.4,25,7.237886662007584
3323,0.6,5.0,10,0.6333729738761065
3324,1.0,3.0,15,0.4935568035828162
3325,0.0,2.0,15,0.4224485554978852
3326,2.0,0.1,15,4.0795920078584
3327,0.5,0.4,20,16.241977370171053
3329,0.9,2.0,10,3.091922813272597
3330,0.8,3.0,15,1.8295498824121368
3331,0.0,2.0,30,0.3533715275734792
3332,2.0,0.6,20,0.0726894747642337
3333,6.0,0.2,10,1.6166703571581502
3334,0.0,1.0,25,0.7046705382091885
3335,0.9,9.0,30,1.0564481752372543
3337,2.0,4.0,15,0.5623276608783225
3339,0.4,7.0,30,0.6364850190436115
3343,0.2,8.0,25,0.9857509169164064
3344,1.0,0.5,25,0.4937783584399353
3347,1.0,3.0,20,0.1414747433088035
3348,8.0,0.7,10,0.0705064893337734
3350,0.3,10.0,10,0.6337751615679723
3351,3.0,1.0,35,2.5348071406293062
3353,0.2,0.9,20,0.7754808470106704
3354,0.0,1.0,35,1.0576994058961553
3355,0.0,1.0,30,0.9157176796168196
3356,0.0,1.0,30,0.4936583825190244
3357,0.9,0.8,15,3.37611409976498
3358,1.0,0.5,35,0.4944447794121558
3359,0.0,1.0,10,0.3521054623828306
3360,2.0,8.0,35,3.939633770284094
3361,0.0,4.0,25,2.880207534470693
3363,0.1,5.0,10,0.4224355153721917
3364,1.0,3.0,15,0.5620258105716198
3365,1.0,0.5,15,0.4228569268777438
3366,2.0,4.0,35,1.7582868216803496
3367,0.9,10.0,30,1.6866440811181622
3372,0.5,2.0,10,1.3360841052277923
3373,0.6,0.8,15,3.5135523824122856
3374,3.0,8.0,30,3.027030645280491
3375,0.7,10.0,15,0.4933727071443474
3376,0.2,7.0,20,2.040234981902473
3377,0.3,5.0,25,1.4051584311045122
3379,2.0,4.0,25,1.2654543200781223
3380,0.3,10.0,15,0.5633492310983064
3382,0.0,2.0,15,0.4229859608142003
3383,1.0,0.5,20,0.914097616107683
3384,0.0,2.0,10,0.2113891721548686
3385,1.0,1.0,25,6.119544937589631
3387,1.0,0.5,30,1.2661578615070272
3388,0.0,4.0,30,0.9147473862422526
3389,0.0,4.0,25,0.7734908252052977
3390,1.0,3.0,15,3.6544409616077234
3391,4.0,2.0,10,0.914065872289151
3392,0.0,2.0,30,4.852223302545215
3393,2.0,9.0,10,1.6173043871425836
3394,1.0,3.0,20,0.2821663913388317
3397,0.0,0.8,15,1.899649942228435
3398,6.0,0.5,25,4.080306992995958
3399,0.0,4.0,10,0.0706844511551008
3404,5.0,4.0,30,2.322585778466252
3406,0.3,7.0,30,0.6349934388897271
3407,0.0,1.0,30,0.7740758237099055
3408,1.0,0.5,25,5.62627269531843
3410,0.8,0.4,20,5.481161812189289
3411,0.0,4.0,30,1.0552731417584704
3412,0.0,2.0,20,1.6882641772819689
3413,3.0,7.0,30,2.669461310831053
3415,2.0,9.0,25,1.4074113226232376
3416,0.0,2.0,20,0.8453293914608722
3417,0.0,2.0,35,0.8451258621478805
3418,0.0,2.0,25,0.2826978293099831
3419,0.0,0.5,15,1.1249867341990305
3420,1.0,3.0,30,0.6331202439344112
3421,0.0,3.0,15,0.8449570315134451
3423,1.0,0.7,35,1.1257157031770904
3425,0.0,2.0,20,0.4222450625018634
3426,8.0,0.9,20,0.5639566680653676
3427,0.0,1.0,10,0.4929117062288375
3428,0.0,1.0,30,0.9138534138798587
3429,0.01,5.0,30,1.056247767897551
3430,0.9,0.3,10,3.0947018831445874
3431,0.0,1.0,35,0.5639832190923766
3432,1.0,9.0,15,0.6328486267281193
3433,0.0,4.0,20,0.4235015568864737
3434,0.0,2.0,10,0.2112354287850708
3435,2.0,0.9,30,2.041104470625843
3436,1.0,0.9,10,1.126241252372691
3437,0.9,0.8,10,1.4075553117189132
3439,6.0,0.6,20,0.3525574267250615
3443,2.0,4.0,10,0.4225470092256431
3444,0.0,2.0,35,3.165179535508368
3445,2.0,4.0,10,0.352353426709735
3446,1.0,0.5,35,0.0006924032716133
3447,0.2,9.0,10,0.3520362161930874
3448,0.6,0.8,25,4.7826289442852845
3449,0.9,1.0,25,0.4947105986356304
3450,4.0,0.2,20,1.335506433820612
3451,0.4,0.9,30,12.300619865947713
3452,0.9,6.0,15,4.357082372325741
3453,0.0,2.0,20,0.7749447179478217
3456,1.0,0.5,35,1.8986072623066732
3457,0.0,4.0,35,1.1245898556779288
3458,1.0,3.0,35,0.9846418622393536
3459,2.0,4.0,35,4.643331193456999
3460,2.0,4.0,25,0.2128049625995123
3462,1.0,0.5,20,0.0711727614673405
3463,0.7,0.5,20,0.7746028129214597
3464,1.0,0.1,10,1.8970034645834364
3465,1.0,0.5,25,1.2654386217841491
3466,0.6,0.6,15,2.3185536291391218
3467,0.6,0.8,35,1.970752244636316
3468,6.0,0.2,10,0.0706760237891552
3469,4.0,8.0,20,1.4078639635303585
3470,0.5,0.6,10,9.98160499898995
3471,0.0,4.0,30,1.1973356144901164
3473,0.3,0.3,30,10.267176591860636
3474,0.0,3.0,35,1.1965073917051186
3475,0.0,4.0,30,6.189114261177467
3476,0.1,0.2,25,14.551284582903827
3477,0.8,6.0,15,1.7578084660634268
3479,0.6,0.4,35,3.5833527591937564
3480,0.0,4.0,10,0.7742419510787624
3482,0.0,1.0,30,0.4930839804987172
3484,5.0,2.0,20,1.8260941532945976
3485,1.0,0.5,20,0.5633523148289354
3486,0.0,4.0,20,0.4235566537369646
3487,0.8,3.0,15,0.2830383765525939
3488,0.0,2.0,30,0.7028294743492873
3489,0.7,0.8,30,2.7392694438917538
3490,1.0,0.7,20,6.044173928846044
3491,0.1,7.0,25,3.3057398060823457
3492,1.0,7.0,20,0.7033715525986759
3493,0.0,2.0,30,1.1947064611347518
3494,0.0,1.0,10,0.632516797906419
3496,3.0,5.0,15,2.1781982390392973
3497,2.0,4.0,10,1.1954716124362594
3498,0.0,6.0,35,1.6187012171086534
3499,1.0,3.0,30,1.6166874919277625
3500,0.0,1.0,25,0.7747953746147545
3502,10.0,0.9,30,3.1655455391399343
3505,0.4,5.0,30,0.846511086874024
3506,2.0,4.0,15,0.1416252175969852
3507,0.7,0.8,20,2.5288853217261424
3508,0.7,0.9,20,2.532400195181026
3509,1.0,3.0,10,0.6334922841883248
3510,1.0,3.0,30,5.2713201281472575
3513,0.6,8.0,25,0.7047719246650397
3515,2.0,5.0,10,2.6004112321238653
3516,2.0,4.0,15,0.773118819727169
3517,0.0,2.0,10,0.2812494222235928
3519,2.0,4.0,30,1.4058397487563186
3521,0.3,4.0,35,3.020363692065064
3522,4.0,8.0,15,0.2115808303811697
3523,0.7,0.2,25,23.34323008615376
3524,1.0,0.2,30,3.729324356334328
3525,0.0,4.0,25,1.2660757807855312
3526,9.0,5.0,10,0.2110193174840438
3528,0.9,2.0,15,1.6862299188359806
3531,10.0,0.1,25,0.9132047854548412
3532,0.9,0.4,25,2.533828607440207
3533,1.0,10.0,20,1.6895223534653685
3534,0.1,10.0,20,0.3535253892177623
3535,4.0,0.4,35,8.643622909817916
3536,1.0,0.5,10,0.914983963347205
3537,2.0,0.4,25,0.6343025774864799
3538,0.0,2.0,30,0.7032412749107664
3539,2.0,4.0,20,1.2652854346995444
3540,0.0,4.0,20,1.4083032988067847
3541,0.1,3.0,25,0.2137529736808323
3543,7.0,7.0,25,0.4229607350688056
3544,0.0,2.0,25,0.4924293413189495
3545,1.0,0.5,30,0.9134491915342124
3547,0.0,2.0,10,0.4225280217291756
3548,0.0,1.0,10,0.1412615212164647
3549,5.0,0.1,35,2.673685818109714
3551,0.4,0.2,20,15.18721372247984
3552,0.6,0.8,25,0.5632661703086193
3553,0.2,0.5,10,0.3525242121311072
3554,0.5,0.1,30,15.95654576781524
3555,2.0,6.0,35,7.93986536100336
3556,9.0,0.2,35,2.1058220005492068
